tipo_objeto,material,estado,uso_deseado,presupuesto,cantidad,transformacion,ciudad,preferencia,producto_recomendado
joya_pequena,peluche_sintetico,bueno,recordar_digitalmente,90065,2,ninguna,Cali,fisico,Caja del Tiempo
otro_objeto,metal,bueno,restaurar,148612,3,total,Cali,fisico,Restauración Especial
fotografia,papel,regular,conservar,130262,1,ninguna,Cali,digital,Almohada Abrazo
otro_objeto,cuero,regular,transformar,86017,1,ninguna,Bogota,digital,Memorial Digital
reloj_instrumento,peluche_sintetico,danado,restaurar,121254,1,total,Barranquilla,fisico,Restauración Especial
fotografia,cuero,danado,recordar_digitalmente,162682,1,ninguna,Bucaramanga,fisico,Cuadro de Historia
joya_pequena,papel,regular,transformar,163616,2,moderada,Bogota,fisico,Caja del Tiempo
otro_objeto,madera,muy_danado,transformar,52020,1,total,Cali,fisico,Restauración Especial
peluche,mixto,regular,compartir,62571,2,ninguna,Bogota,fisico,Peluche Memoria
joya_pequena,cuero,regular,recordar_digitalmente,146972,1,moderada,Medellin,digital,Memorial Digital
peluche,peluche_sintetico,danado,conservar,57960,1,moderada,Bucaramanga,digital,Memorial Digital
prenda_textil,mixto,muy_danado,compartir,48711,1,moderada,Bucaramanga,fisico,Almohada Abrazo
mueble,papel,regular,compartir,77983,1,leve,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,cuero,danado,compartir,109707,2,ninguna,Bogota,digital,Memorial Digital
prenda_textil,papel,bueno,recordar_digitalmente,91416,4,ninguna,Barranquilla,fisico,Almohada Abrazo
prenda_textil,mixto,bueno,transformar,72230,3,leve,Medellin,fisico,Almohada Abrazo
reloj_instrumento,papel,regular,compartir,71402,4,moderada,Barranquilla,fisico,Recuerdo Compartido
reloj_instrumento,tela,danado,restaurar,70068,1,moderada,Cali,fisico,Peluche Memoria
reloj_instrumento,metal,bueno,compartir,64217,1,ninguna,Medellin,fisico,Caja del Tiempo
mueble,peluche_sintetico,regular,recordar_digitalmente,174857,5,leve,Bucaramanga,digital,Memorial Digital
joya_pequena,cuero,bueno,recordar_digitalmente,105412,1,total,Medellin,fisico,Caja del Tiempo
mueble,madera,muy_danado,restaurar,126036,1,leve,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,vidrio,regular,transformar,77882,1,ninguna,Bogota,fisico,Restauración Especial
fotografia,tela,bueno,recordar_digitalmente,88491,1,leve,Barranquilla,fisico,Cuadro de Historia
mueble,madera,regular,restaurar,70025,1,leve,Barranquilla,fisico,Restauración Especial
peluche,vidrio,bueno,restaurar,30000,2,ninguna,Bogota,fisico,Peluche Memoria
prenda_textil,papel,regular,transformar,46769,1,leve,Bogota,fisico,Almohada Abrazo
mueble,metal,muy_danado,conservar,31628,1,ninguna,Barranquilla,fisico,Restauración Especial
prenda_textil,metal,muy_danado,compartir,30000,3,total,Medellin,fisico,Almohada Abrazo
peluche,madera,bueno,conservar,53162,5,moderada,Barranquilla,digital,Memorial Digital
peluche,madera,danado,conservar,141373,1,ninguna,Bucaramanga,fisico,Recuerdo Compartido
fotografia,metal,danado,conservar,93444,3,ninguna,Cali,fisico,Cuadro de Historia
prenda_textil,madera,danado,transformar,140169,1,ninguna,Cali,fisico,Almohada Abrazo
carta_documento,mixto,muy_danado,compartir,109384,1,total,Medellin,fisico,Libro de Memorias
joya_pequena,vidrio,muy_danado,conservar,122389,2,moderada,Medellin,fisico,Caja del Tiempo
otro_objeto,cuero,muy_danado,compartir,63468,2,moderada,Cali,fisico,Recuerdo Compartido
reloj_instrumento,cuero,regular,recordar_digitalmente,113338,1,ninguna,Barranquilla,fisico,Cuadro de Historia
peluche,vidrio,muy_danado,transformar,120504,2,moderada,Barranquilla,fisico,Restauración Especial
fotografia,peluche_sintetico,muy_danado,restaurar,74817,1,ninguna,Medellin,fisico,Cuadro de Historia
mueble,madera,danado,conservar,114583,1,ninguna,Cali,fisico,Restauración Especial
mueble,metal,bueno,compartir,114816,1,leve,Bucaramanga,fisico,Restauración Especial
carta_documento,papel,muy_danado,compartir,75765,1,moderada,Medellin,fisico,Libro de Memorias
otro_objeto,mixto,bueno,transformar,55703,1,ninguna,Barranquilla,fisico,Libro de Memorias
mueble,cuero,regular,recordar_digitalmente,53555,1,ninguna,Bucaramanga,digital,Memorial Digital
otro_objeto,vidrio,regular,compartir,98027,1,ninguna,Cali,fisico,Restauración Especial
prenda_textil,mixto,bueno,compartir,106445,2,moderada,Cali,fisico,Almohada Abrazo
reloj_instrumento,papel,danado,compartir,67261,2,total,Cali,fisico,Recuerdo Compartido
otro_objeto,mixto,bueno,transformar,95930,4,ninguna,Bogota,fisico,Restauración Especial
peluche,madera,bueno,transformar,114968,3,total,Medellin,fisico,Peluche Memoria
joya_pequena,peluche_sintetico,bueno,conservar,116636,1,ninguna,Bogota,fisico,Caja del Tiempo
carta_documento,papel,danado,transformar,149315,2,total,Cali,fisico,Libro de Memorias
fotografia,mixto,bueno,restaurar,139694,1,leve,Bucaramanga,digital,Memorial Digital
reloj_instrumento,mixto,bueno,recordar_digitalmente,59954,1,total,Barranquilla,digital,Memorial Digital
mueble,mixto,regular,conservar,153925,1,moderada,Bogota,fisico,Restauración Especial
joya_pequena,metal,bueno,conservar,76415,5,ninguna,Medellin,fisico,Caja del Tiempo
joya_pequena,mixto,muy_danado,restaurar,131570,1,moderada,Medellin,digital,Memorial Digital
mueble,vidrio,muy_danado,restaurar,97379,3,ninguna,Medellin,fisico,Restauración Especial
mueble,cuero,muy_danado,recordar_digitalmente,80574,1,total,Medellin,fisico,Restauración Especial
reloj_instrumento,madera,danado,recordar_digitalmente,31730,2,leve,Barranquilla,digital,Memorial Digital
prenda_textil,metal,bueno,compartir,88995,1,ninguna,Barranquilla,fisico,Restauración Especial
otro_objeto,peluche_sintetico,danado,conservar,40421,4,ninguna,Cali,fisico,Memorial Digital
fotografia,cuero,muy_danado,recordar_digitalmente,128855,1,total,Cali,fisico,Cuadro de Historia
peluche,cuero,muy_danado,restaurar,148087,1,total,Medellin,fisico,Restauración Especial
otro_objeto,cuero,bueno,conservar,67108,2,ninguna,Medellin,fisico,Caja del Tiempo
peluche,vidrio,regular,conservar,105568,1,moderada,Medellin,digital,Memorial Digital
reloj_instrumento,cuero,muy_danado,conservar,69611,1,moderada,Barranquilla,fisico,Restauración Especial
joya_pequena,peluche_sintetico,danado,recordar_digitalmente,73003,1,ninguna,Bogota,fisico,Caja del Tiempo
otro_objeto,vidrio,regular,restaurar,122107,1,ninguna,Medellin,fisico,Restauración Especial
otro_objeto,madera,bueno,compartir,93651,1,ninguna,Medellin,digital,Memorial Digital
prenda_textil,madera,bueno,recordar_digitalmente,155887,1,total,Bucaramanga,fisico,Libro de Memorias
joya_pequena,mixto,bueno,conservar,78121,3,moderada,Medellin,fisico,Caja del Tiempo
fotografia,madera,bueno,conservar,129976,1,moderada,Barranquilla,fisico,Cuadro de Historia
mueble,vidrio,muy_danado,transformar,98409,1,ninguna,Cali,fisico,Restauración Especial
mueble,mixto,bueno,transformar,122852,2,ninguna,Medellin,digital,Memorial Digital
joya_pequena,madera,danado,compartir,79349,1,total,Cali,fisico,Caja del Tiempo
prenda_textil,metal,muy_danado,conservar,93265,5,total,Bucaramanga,fisico,Almohada Abrazo
mueble,peluche_sintetico,muy_danado,recordar_digitalmente,90957,1,moderada,Cali,fisico,Restauración Especial
mueble,papel,muy_danado,compartir,65738,2,moderada,Cali,fisico,Recuerdo Compartido
peluche,mixto,regular,compartir,118172,2,moderada,Bucaramanga,fisico,Peluche Memoria
fotografia,vidrio,muy_danado,transformar,117758,1,moderada,Bogota,fisico,Cuadro de Historia
joya_pequena,vidrio,bueno,conservar,115774,1,ninguna,Barranquilla,fisico,Caja del Tiempo
peluche,tela,danado,restaurar,148793,1,moderada,Bucaramanga,fisico,Restauración Especial
fotografia,papel,danado,restaurar,145727,5,leve,Barranquilla,fisico,Cuadro de Historia
prenda_textil,vidrio,regular,conservar,81876,1,moderada,Medellin,digital,Memorial Digital
reloj_instrumento,cuero,muy_danado,conservar,108056,3,moderada,Bucaramanga,fisico,Caja del Tiempo
reloj_instrumento,peluche_sintetico,regular,restaurar,73173,1,total,Bucaramanga,fisico,Restauración Especial
carta_documento,papel,danado,recordar_digitalmente,95817,4,total,Bucaramanga,fisico,Libro de Memorias
reloj_instrumento,papel,regular,recordar_digitalmente,74008,1,moderada,Bucaramanga,digital,Memorial Digital
mueble,mixto,danado,compartir,151702,1,total,Barranquilla,fisico,Restauración Especial
peluche,cuero,bueno,restaurar,107729,2,moderada,Medellin,fisico,Peluche Memoria
mueble,madera,danado,conservar,87368,2,total,Medellin,fisico,Caja del Tiempo
peluche,mixto,muy_danado,conservar,136776,1,moderada,Bogota,fisico,Restauración Especial
prenda_textil,vidrio,muy_danado,transformar,30000,3,ninguna,Bucaramanga,fisico,Memorial Digital
peluche,metal,regular,recordar_digitalmente,30000,2,total,Medellin,fisico,Peluche Memoria
fotografia,vidrio,danado,conservar,122854,3,leve,Bogota,fisico,Cuadro de Historia
fotografia,papel,bueno,restaurar,97116,1,total,Bogota,digital,Memorial Digital
otro_objeto,cuero,bueno,conservar,103765,1,total,Medellin,digital,Memorial Digital
carta_documento,mixto,bueno,compartir,48576,1,ninguna,Medellin,fisico,Libro de Memorias
joya_pequena,madera,regular,compartir,94186,1,moderada,Bogota,digital,Memorial Digital
otro_objeto,peluche_sintetico,danado,compartir,165122,1,ninguna,Barranquilla,fisico,Restauración Especial
reloj_instrumento,madera,bueno,transformar,123846,1,total,Bogota,fisico,Restauración Especial
peluche,mixto,bueno,transformar,100939,5,total,Barranquilla,fisico,Peluche Memoria
fotografia,peluche_sintetico,regular,transformar,79633,4,total,Bucaramanga,fisico,Cuadro de Historia
fotografia,peluche_sintetico,danado,compartir,81189,2,leve,Cali,fisico,Memorial Digital
carta_documento,cuero,bueno,compartir,30000,1,total,Bucaramanga,fisico,Libro de Memorias
carta_documento,madera,danado,recordar_digitalmente,104017,4,moderada,Bucaramanga,fisico,Libro de Memorias
reloj_instrumento,papel,bueno,conservar,124591,3,leve,Medellin,fisico,Caja del Tiempo
prenda_textil,mixto,muy_danado,transformar,39853,2,leve,Bogota,digital,Memorial Digital
fotografia,cuero,muy_danado,conservar,71850,1,moderada,Bogota,fisico,Cuadro de Historia
prenda_textil,mixto,danado,recordar_digitalmente,54488,2,ninguna,Medellin,fisico,Almohada Abrazo
otro_objeto,cuero,regular,recordar_digitalmente,61212,2,leve,Cali,fisico,Restauración Especial
carta_documento,metal,regular,restaurar,96871,1,leve,Bogota,fisico,Cuadro de Historia
prenda_textil,metal,bueno,restaurar,30000,3,moderada,Barranquilla,fisico,Almohada Abrazo
prenda_textil,peluche_sintetico,regular,recordar_digitalmente,116499,1,leve,Bucaramanga,digital,Memorial Digital
mueble,peluche_sintetico,regular,conservar,121384,1,total,Bogota,fisico,Restauración Especial
fotografia,vidrio,bueno,conservar,86211,1,ninguna,Bucaramanga,fisico,Cuadro de Historia
peluche,metal,danado,transformar,30000,1,moderada,Bogota,digital,Memorial Digital
fotografia,vidrio,bueno,recordar_digitalmente,60125,2,moderada,Barranquilla,fisico,Caja del Tiempo
prenda_textil,mixto,danado,conservar,138151,1,total,Cali,fisico,Almohada Abrazo
peluche,madera,regular,recordar_digitalmente,30000,3,moderada,Bogota,fisico,Peluche Memoria
prenda_textil,tela,danado,conservar,82836,4,ninguna,Bucaramanga,fisico,Almohada Abrazo
fotografia,vidrio,bueno,conservar,53699,1,leve,Cali,fisico,Cuadro de Historia
carta_documento,metal,bueno,conservar,123159,1,leve,Bucaramanga,fisico,Libro de Memorias
reloj_instrumento,tela,muy_danado,conservar,71371,1,total,Medellin,fisico,Restauración Especial
reloj_instrumento,madera,bueno,compartir,109138,1,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,tela,regular,restaurar,114791,1,ninguna,Medellin,fisico,Restauración Especial
peluche,tela,regular,conservar,159267,1,leve,Barranquilla,fisico,Peluche Memoria
peluche,peluche_sintetico,danado,recordar_digitalmente,87897,2,leve,Cali,fisico,Memorial Digital
reloj_instrumento,mixto,bueno,conservar,108161,1,leve,Barranquilla,fisico,Restauración Especial
mueble,metal,muy_danado,transformar,43023,4,moderada,Medellin,fisico,Restauración Especial
carta_documento,peluche_sintetico,bueno,conservar,136664,1,total,Bucaramanga,fisico,Libro de Memorias
prenda_textil,metal,regular,recordar_digitalmente,68382,1,leve,Bogota,fisico,Almohada Abrazo
fotografia,tela,regular,compartir,75373,2,total,Bogota,fisico,Peluche Memoria
peluche,vidrio,danado,recordar_digitalmente,94221,1,ninguna,Bogota,fisico,Cuadro de Historia
reloj_instrumento,mixto,bueno,compartir,40299,1,ninguna,Medellin,fisico,Restauración Especial
fotografia,cuero,bueno,transformar,103006,1,moderada,Bogota,digital,Memorial Digital
mueble,vidrio,regular,conservar,128861,1,total,Barranquilla,fisico,Restauración Especial
peluche,papel,muy_danado,transformar,105252,3,total,Barranquilla,fisico,Restauración Especial
carta_documento,madera,muy_danado,compartir,39388,2,leve,Medellin,digital,Memorial Digital
carta_documento,vidrio,bueno,restaurar,90666,2,moderada,Cali,fisico,Libro de Memorias
peluche,vidrio,danado,transformar,120971,2,ninguna,Bogota,fisico,Restauración Especial
mueble,vidrio,regular,compartir,30000,1,total,Bogota,fisico,Restauración Especial
mueble,mixto,regular,compartir,57383,1,ninguna,Cali,digital,Memorial Digital
mueble,papel,muy_danado,restaurar,125679,1,moderada,Cali,digital,Memorial Digital
fotografia,metal,regular,restaurar,104453,3,ninguna,Medellin,fisico,Cuadro de Historia
peluche,madera,muy_danado,recordar_digitalmente,109419,1,leve,Bogota,digital,Memorial Digital
carta_documento,vidrio,bueno,transformar,160082,1,ninguna,Bucaramanga,fisico,Libro de Memorias
prenda_textil,papel,muy_danado,conservar,111399,1,leve,Medellin,fisico,Almohada Abrazo
mueble,cuero,bueno,compartir,118026,3,leve,Bogota,fisico,Recuerdo Compartido
mueble,peluche_sintetico,muy_danado,transformar,189876,1,moderada,Bucaramanga,fisico,Cuadro de Historia
mueble,tela,danado,restaurar,87516,4,ninguna,Bogota,fisico,Restauración Especial
mueble,peluche_sintetico,regular,compartir,67074,3,ninguna,Medellin,fisico,Recuerdo Compartido
prenda_textil,papel,regular,recordar_digitalmente,109972,1,total,Bucaramanga,fisico,Almohada Abrazo
peluche,mixto,muy_danado,transformar,110364,1,moderada,Medellin,fisico,Restauración Especial
mueble,metal,muy_danado,transformar,76564,2,ninguna,Medellin,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,bueno,transformar,58866,2,ninguna,Cali,fisico,Restauración Especial
joya_pequena,mixto,muy_danado,restaurar,175844,2,leve,Bucaramanga,fisico,Caja del Tiempo
reloj_instrumento,madera,danado,transformar,106439,1,ninguna,Bogota,fisico,Restauración Especial
fotografia,mixto,regular,restaurar,69370,3,ninguna,Medellin,fisico,Cuadro de Historia
carta_documento,mixto,bueno,restaurar,127057,3,total,Bogota,fisico,Libro de Memorias
prenda_textil,madera,muy_danado,compartir,91179,1,total,Bucaramanga,fisico,Almohada Abrazo
carta_documento,papel,danado,transformar,86149,2,ninguna,Bogota,fisico,Libro de Memorias
mueble,mixto,muy_danado,compartir,114679,2,total,Cali,fisico,Recuerdo Compartido
fotografia,madera,bueno,restaurar,49784,3,moderada,Barranquilla,fisico,Cuadro de Historia
otro_objeto,madera,danado,conservar,107341,1,total,Cali,fisico,Restauración Especial
reloj_instrumento,vidrio,danado,compartir,161953,1,leve,Medellin,fisico,Restauración Especial
joya_pequena,cuero,danado,recordar_digitalmente,111316,3,moderada,Bogota,fisico,Caja del Tiempo
fotografia,papel,danado,transformar,81832,1,leve,Medellin,fisico,Recuerdo Compartido
carta_documento,papel,regular,transformar,77251,1,leve,Bucaramanga,digital,Memorial Digital
fotografia,tela,bueno,recordar_digitalmente,80638,1,leve,Bogota,fisico,Cuadro de Historia
peluche,peluche_sintetico,regular,transformar,86111,4,total,Barranquilla,fisico,Peluche Memoria
otro_objeto,vidrio,bueno,conservar,81776,1,total,Barranquilla,fisico,Restauración Especial
fotografia,vidrio,bueno,transformar,127070,3,leve,Bogota,fisico,Cuadro de Historia
mueble,vidrio,muy_danado,recordar_digitalmente,34337,2,ninguna,Cali,digital,Memorial Digital
peluche,cuero,bueno,recordar_digitalmente,125170,1,ninguna,Bogota,fisico,Peluche Memoria
reloj_instrumento,metal,regular,transformar,81710,1,total,Medellin,fisico,Restauración Especial
carta_documento,madera,regular,conservar,108193,4,leve,Bogota,fisico,Libro de Memorias
otro_objeto,metal,regular,conservar,55555,1,moderada,Bucaramanga,fisico,Restauración Especial
joya_pequena,peluche_sintetico,muy_danado,recordar_digitalmente,141502,2,leve,Cali,digital,Memorial Digital
carta_documento,mixto,muy_danado,compartir,138597,2,total,Cali,fisico,Libro de Memorias
prenda_textil,vidrio,muy_danado,compartir,128585,1,total,Bogota,fisico,Almohada Abrazo
mueble,papel,danado,compartir,41983,2,total,Barranquilla,fisico,Recuerdo Compartido
joya_pequena,tela,danado,transformar,124019,1,total,Bogota,fisico,Caja del Tiempo
mueble,vidrio,danado,compartir,109169,1,total,Barranquilla,fisico,Restauración Especial
peluche,vidrio,muy_danado,restaurar,38815,1,ninguna,Cali,fisico,Restauración Especial
joya_pequena,madera,regular,conservar,94149,4,moderada,Medellin,fisico,Caja del Tiempo
peluche,tela,muy_danado,conservar,107758,2,moderada,Cali,fisico,Caja del Tiempo
prenda_textil,tela,regular,transformar,114462,1,leve,Bucaramanga,fisico,Cuadro de Historia
joya_pequena,vidrio,regular,transformar,101204,1,leve,Bucaramanga,fisico,Caja del Tiempo
peluche,tela,bueno,recordar_digitalmente,105193,1,total,Barranquilla,fisico,Almohada Abrazo
carta_documento,vidrio,bueno,restaurar,146576,2,leve,Bogota,fisico,Libro de Memorias
prenda_textil,cuero,muy_danado,restaurar,137911,3,moderada,Bogota,fisico,Almohada Abrazo
reloj_instrumento,tela,bueno,recordar_digitalmente,30000,2,leve,Bogota,fisico,Restauración Especial
reloj_instrumento,metal,danado,transformar,83889,1,ninguna,Cali,fisico,Restauración Especial
joya_pequena,papel,danado,recordar_digitalmente,89237,1,moderada,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,vidrio,muy_danado,transformar,33676,4,leve,Barranquilla,fisico,Restauración Especial
otro_objeto,cuero,danado,recordar_digitalmente,98296,2,total,Medellin,fisico,Restauración Especial
peluche,cuero,regular,compartir,138706,1,ninguna,Cali,fisico,Peluche Memoria
prenda_textil,papel,regular,restaurar,56970,3,total,Bucaramanga,fisico,Almohada Abrazo
fotografia,cuero,muy_danado,recordar_digitalmente,106774,2,leve,Bogota,fisico,Recuerdo Compartido
carta_documento,cuero,danado,transformar,62946,3,ninguna,Cali,fisico,Libro de Memorias
reloj_instrumento,tela,danado,restaurar,71483,2,total,Bucaramanga,fisico,Restauración Especial
joya_pequena,peluche_sintetico,muy_danado,compartir,146708,1,ninguna,Bogota,fisico,Caja del Tiempo
prenda_textil,cuero,regular,conservar,76010,1,ninguna,Medellin,fisico,Almohada Abrazo
prenda_textil,tela,muy_danado,compartir,111177,1,total,Medellin,fisico,Almohada Abrazo
reloj_instrumento,cuero,bueno,transformar,30000,1,moderada,Cali,fisico,Restauración Especial
mueble,madera,regular,transformar,160181,1,leve,Bucaramanga,digital,Memorial Digital
mueble,vidrio,muy_danado,compartir,116092,1,moderada,Medellin,fisico,Restauración Especial
otro_objeto,tela,danado,compartir,88612,1,total,Bogota,digital,Memorial Digital
peluche,vidrio,regular,restaurar,115144,2,total,Cali,fisico,Peluche Memoria
otro_objeto,madera,bueno,transformar,45656,2,leve,Cali,fisico,Restauración Especial
joya_pequena,vidrio,danado,compartir,136388,2,moderada,Cali,fisico,Recuerdo Compartido
reloj_instrumento,vidrio,regular,conservar,83660,2,ninguna,Medellin,fisico,Caja del Tiempo
carta_documento,papel,regular,recordar_digitalmente,87857,2,total,Cali,fisico,Almohada Abrazo
carta_documento,mixto,regular,restaurar,77792,1,leve,Medellin,fisico,Libro de Memorias
fotografia,madera,regular,compartir,74677,3,moderada,Bogota,digital,Memorial Digital
peluche,madera,muy_danado,compartir,119313,2,moderada,Cali,fisico,Recuerdo Compartido
prenda_textil,metal,muy_danado,compartir,103956,2,total,Cali,fisico,Libro de Memorias
mueble,papel,regular,restaurar,117811,4,moderada,Medellin,digital,Memorial Digital
otro_objeto,mixto,danado,conservar,94692,2,total,Cali,fisico,Caja del Tiempo
mueble,mixto,danado,compartir,112961,1,leve,Barranquilla,fisico,Restauración Especial
peluche,metal,muy_danado,transformar,80340,1,ninguna,Bucaramanga,fisico,Restauración Especial
prenda_textil,peluche_sintetico,danado,recordar_digitalmente,173040,4,moderada,Bogota,fisico,Almohada Abrazo
otro_objeto,cuero,bueno,transformar,40122,1,ninguna,Bucaramanga,digital,Memorial Digital
otro_objeto,mixto,muy_danado,restaurar,139132,1,ninguna,Bogota,fisico,Restauración Especial
fotografia,madera,regular,conservar,142876,1,ninguna,Bogota,fisico,Cuadro de Historia
peluche,peluche_sintetico,bueno,recordar_digitalmente,65174,1,leve,Bucaramanga,fisico,Peluche Memoria
mueble,peluche_sintetico,regular,recordar_digitalmente,173024,2,moderada,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,cuero,bueno,conservar,129842,1,leve,Cali,fisico,Restauración Especial
otro_objeto,tela,danado,recordar_digitalmente,128989,1,total,Medellin,fisico,Restauración Especial
peluche,vidrio,danado,recordar_digitalmente,95980,1,moderada,Barranquilla,fisico,Restauración Especial
prenda_textil,mixto,bueno,conservar,87397,4,leve,Bogota,fisico,Almohada Abrazo
peluche,madera,bueno,restaurar,87670,2,total,Bogota,digital,Memorial Digital
joya_pequena,vidrio,regular,restaurar,108668,1,total,Cali,fisico,Caja del Tiempo
fotografia,peluche_sintetico,muy_danado,restaurar,144041,3,moderada,Medellin,fisico,Cuadro de Historia
carta_documento,vidrio,muy_danado,transformar,101345,1,moderada,Bucaramanga,fisico,Libro de Memorias
otro_objeto,madera,bueno,recordar_digitalmente,63099,1,leve,Barranquilla,fisico,Restauración Especial
carta_documento,metal,danado,recordar_digitalmente,123854,2,moderada,Bogota,fisico,Libro de Memorias
joya_pequena,vidrio,regular,compartir,127240,1,ninguna,Bucaramanga,fisico,Caja del Tiempo
fotografia,mixto,regular,compartir,117913,2,moderada,Bucaramanga,fisico,Cuadro de Historia
peluche,peluche_sintetico,bueno,transformar,121092,3,ninguna,Medellin,fisico,Peluche Memoria
mueble,peluche_sintetico,bueno,restaurar,85517,4,moderada,Medellin,fisico,Restauración Especial
fotografia,tela,muy_danado,recordar_digitalmente,62485,1,total,Barranquilla,fisico,Cuadro de Historia
joya_pequena,vidrio,danado,recordar_digitalmente,64613,1,total,Cali,fisico,Caja del Tiempo
joya_pequena,papel,muy_danado,compartir,37758,2,total,Bucaramanga,fisico,Recuerdo Compartido
fotografia,vidrio,regular,recordar_digitalmente,103293,2,leve,Cali,fisico,Cuadro de Historia
peluche,papel,danado,restaurar,92079,3,total,Barranquilla,fisico,Restauración Especial
peluche,madera,regular,restaurar,79600,1,ninguna,Medellin,fisico,Peluche Memoria
joya_pequena,cuero,bueno,restaurar,30000,1,moderada,Bogota,fisico,Caja del Tiempo
mueble,papel,muy_danado,recordar_digitalmente,51343,2,leve,Barranquilla,fisico,Restauración Especial
otro_objeto,metal,bueno,compartir,134229,1,leve,Barranquilla,fisico,Restauración Especial
carta_documento,cuero,muy_danado,recordar_digitalmente,71738,1,total,Bucaramanga,fisico,Libro de Memorias
fotografia,metal,danado,transformar,107620,1,ninguna,Bucaramanga,fisico,Cuadro de Historia
reloj_instrumento,papel,regular,restaurar,46326,1,ninguna,Medellin,fisico,Restauración Especial
prenda_textil,peluche_sintetico,muy_danado,restaurar,145354,1,moderada,Cali,fisico,Almohada Abrazo
otro_objeto,tela,danado,compartir,89959,1,total,Bucaramanga,digital,Memorial Digital
otro_objeto,papel,danado,conservar,105151,2,total,Bogota,fisico,Caja del Tiempo
fotografia,cuero,muy_danado,conservar,176402,1,total,Barranquilla,fisico,Cuadro de Historia
carta_documento,cuero,danado,conservar,148075,2,total,Bucaramanga,fisico,Libro de Memorias
otro_objeto,peluche_sintetico,danado,conservar,84270,2,total,Bucaramanga,fisico,Caja del Tiempo
prenda_textil,madera,bueno,transformar,74237,4,moderada,Medellin,fisico,Almohada Abrazo
otro_objeto,cuero,bueno,compartir,83605,1,ninguna,Barranquilla,fisico,Restauración Especial
peluche,peluche_sintetico,danado,compartir,112846,1,moderada,Bogota,fisico,Restauración Especial
fotografia,vidrio,danado,compartir,91317,1,moderada,Cali,fisico,Cuadro de Historia
prenda_textil,peluche_sintetico,bueno,recordar_digitalmente,81166,2,leve,Medellin,fisico,Almohada Abrazo
prenda_textil,madera,regular,compartir,146351,1,moderada,Cali,digital,Memorial Digital
joya_pequena,mixto,bueno,conservar,91002,1,ninguna,Medellin,fisico,Caja del Tiempo
prenda_textil,cuero,bueno,transformar,175485,4,moderada,Barranquilla,fisico,Almohada Abrazo
fotografia,vidrio,bueno,compartir,98175,5,leve,Bucaramanga,fisico,Cuadro de Historia
carta_documento,metal,bueno,transformar,157486,2,leve,Barranquilla,fisico,Libro de Memorias
fotografia,vidrio,bueno,recordar_digitalmente,107506,1,leve,Cali,fisico,Cuadro de Historia
reloj_instrumento,metal,bueno,compartir,128703,2,moderada,Cali,fisico,Recuerdo Compartido
mueble,papel,regular,restaurar,69638,1,moderada,Medellin,fisico,Restauración Especial
carta_documento,mixto,muy_danado,recordar_digitalmente,65118,1,total,Barranquilla,digital,Memorial Digital
peluche,peluche_sintetico,danado,transformar,111089,1,total,Medellin,fisico,Restauración Especial
otro_objeto,metal,regular,compartir,129599,1,ninguna,Bucaramanga,digital,Memorial Digital
otro_objeto,peluche_sintetico,bueno,restaurar,96408,2,moderada,Cali,fisico,Restauración Especial
mueble,mixto,muy_danado,conservar,49976,1,leve,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,cuero,bueno,transformar,47390,2,total,Medellin,fisico,Restauración Especial
fotografia,cuero,bueno,conservar,45050,1,leve,Bogota,fisico,Cuadro de Historia
fotografia,madera,muy_danado,recordar_digitalmente,33133,1,leve,Barranquilla,digital,Memorial Digital
carta_documento,peluche_sintetico,danado,conservar,98831,2,moderada,Bucaramanga,fisico,Libro de Memorias
reloj_instrumento,metal,muy_danado,compartir,134376,2,moderada,Barranquilla,fisico,Recuerdo Compartido
fotografia,cuero,danado,conservar,94530,1,moderada,Barranquilla,fisico,Cuadro de Historia
prenda_textil,cuero,muy_danado,compartir,30000,1,ninguna,Bucaramanga,fisico,Almohada Abrazo
prenda_textil,cuero,bueno,transformar,88323,2,leve,Bucaramanga,fisico,Caja del Tiempo
prenda_textil,peluche_sintetico,bueno,recordar_digitalmente,89302,3,total,Bucaramanga,fisico,Almohada Abrazo
joya_pequena,madera,muy_danado,transformar,168359,2,leve,Medellin,fisico,Caja del Tiempo
joya_pequena,peluche_sintetico,regular,transformar,44000,1,ninguna,Medellin,fisico,Caja del Tiempo
otro_objeto,metal,muy_danado,restaurar,81326,2,total,Bucaramanga,fisico,Restauración Especial
mueble,madera,regular,compartir,154704,2,ninguna,Bogota,fisico,Recuerdo Compartido
reloj_instrumento,mixto,muy_danado,conservar,110749,2,moderada,Bucaramanga,fisico,Caja del Tiempo
peluche,mixto,muy_danado,conservar,114715,1,total,Bogota,fisico,Restauración Especial
otro_objeto,cuero,bueno,conservar,99010,1,moderada,Bucaramanga,fisico,Restauración Especial
prenda_textil,madera,danado,compartir,106548,2,leve,Medellin,fisico,Almohada Abrazo
joya_pequena,vidrio,bueno,transformar,122216,2,ninguna,Barranquilla,digital,Memorial Digital
otro_objeto,metal,danado,transformar,66667,1,total,Cali,fisico,Restauración Especial
